mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.015851640701293947,0.004257037374190068,0.0006848812103271484,1.4854529850205256e-05,relu,10.0,"(10,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.001}",0.5150348368170152,0.5607627429409608,0.47675100843417684,0.4788888888888889,0.4627777777777778,0.49889060567064064,0.03545870384536309,3206,0.4969596462133777,0.5031785516860146,0.5009812050856828,0.5047743773550224,0.5075705357963421,0.5026928632272879,0.0035821735009939296
0.025926780700683594,0.010455703790804825,0.0007105827331542969,3.210272303663625e-05,relu,10.0,"(10,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.002}",0.5063806380638065,0.5905023835716906,0.5276127612761277,0.5000000000000001,0.5375925925925926,0.5324408013806475,0.03211449618540058,2116,0.4997374239911555,0.5182144831398564,0.5701354339414042,0.5183852587078392,0.551957540667218,0.5316860280894946,0.02556715598520951
0.03276834487915039,0.004887278269727758,0.0007666110992431641,7.329851085938748e-05,relu,10.0,"(10,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.004}",0.5931059772643932,0.5930693069306932,0.5325999266593328,0.5575925925925926,0.56,0.56728795332844,0.02317563568078853,1784,0.5867053620784966,0.590464344941957,0.5972360420121614,0.6077888061759029,0.5566423122874735,0.5877673734991982,0.017132918073057873
0.02403292655944824,0.007526912107002352,0.0007466316223144531,6.303213702267587e-05,relu,10.0,"(10,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.008}",0.6375870920425377,0.5622295562889623,0.5425742574257426,0.5774074074074074,0.6122222222222221,0.5863898274377523,0.03429132545002248,1471,0.6448590381426205,0.5913488114980653,0.6034134881149806,0.6341397849462366,0.631566492050363,0.6210655229504531,0.02020898472139934
0.02031369209289551,0.0057712018570080246,0.0007030963897705078,1.7002437794578907e-05,relu,10.0,"(10,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.016}",0.6436743674367439,0.5497616428309499,0.5856618995232858,0.5642592592592591,0.6081481481481481,0.5903080199078199,0.03321293367758441,1425,0.620398009950249,0.5406854615809841,0.638819789939193,0.6271045859755536,0.6030833563091627,0.6060182407510284,0.03465353929128502
0.015480756759643555,0.003814599935958893,0.0007423877716064454,6.124441959800334e-05,relu,10.0,"(10,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.032}",0.6352035203520353,0.5916758342500918,0.5918225155848919,0.5833333333333333,0.6357407407407407,0.6075518240845024,0.022995015103411266,1090,0.6355306799336651,0.6069789939192926,0.6338446655610835,0.6328439481665287,0.5978793309438469,0.6214155237048833,0.015790477195163608
0.017319869995117188,0.007754517606994976,0.0007075786590576172,6.172756007886276e-05,relu,10.0,"(10,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.064}",0.5893289328932895,0.5606894022735609,0.6042904290429044,0.5859259259259259,0.6335185185185184,0.5947252230882397,0.023914595657761543,1383,0.5941542288557216,0.5685185185185185,0.6524599226091763,0.6309553349875929,0.6118601231504456,0.6115896256242909,0.02899861504100713
0.014037227630615235,0.004892721437588639,0.0007246017456054687,5.252408375055048e-05,relu,10.0,"(10,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10,), 'MLP__learning_rate_init': 0.128}",0.5631463146314633,0.6028969563623031,0.6017601760176019,0.5585185185185184,0.6598148148148149,0.5972070855925434,0.03638142374022,1293,0.5364427860696518,0.6270453289110006,0.6295467108899946,0.6268403639371379,0.6170296847716201,0.6073809749158811,0.03572673712799315
0.014199161529541015,0.001095373414932254,0.0014866352081298827,0.0006061394944755114,relu,10.0,"(42,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 1e-06}",0.4511551155115513,0.3869453612027871,0.41895856252291913,0.41129629629629627,0.41481481481481486,0.41664010557818676,0.020561004503464538,3382,0.41474571586511894,0.42377003869541197,0.4222636815920398,0.41521459424685225,0.42539977943203744,0.4202787619662921,0.004441038906669593
0.03700838088989258,0.01001323658216952,0.001582193374633789,0.0011472815329134117,relu,10.0,"(42,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.001}",0.53989732306564,0.5696369636963697,0.5176751008434178,0.5464814814814816,0.47981481481481486,0.5307309381192788,0.030346187791645364,2124,0.5491569928137093,0.5648700939745717,0.5885295743504699,0.5548272217627056,0.5156970866648285,0.554616193913257,0.023663491532568862
0.031012439727783205,0.003821888664652681,0.0014026641845703125,0.0004892241744483337,relu,10.0,"(42,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.002}",0.5510451045104512,0.5844517785111847,0.5436376971030439,0.5475925925925925,0.5598148148148149,0.5573145175298516,0.01459408920991959,1882,0.547913211719182,0.602072968490879,0.590616362631288,0.550160830805992,0.574030419998162,0.5729587587291005,0.02148302393104045
0.03345756530761719,0.003709876877762806,0.0013972759246826173,0.0005956332605646957,relu,10.0,"(42,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.004}",0.628969563623029,0.6264393105977265,0.5819581958195821,0.5944444444444446,0.591111111111111,0.6046045705306241,0.01934182072033338,1149,0.6396213377556662,0.6516860143725817,0.6359452736318408,0.6240855619887877,0.609233985846889,0.6321144347191531,0.014436435765255676
0.029351568222045897,0.006558445363517841,0.0013724327087402343,0.000489369930542052,relu,10.0,"(42,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.008}",0.6066740007334068,0.6239823982398242,0.5868720205353869,0.5955555555555556,0.6068518518518518,0.6039918911245964,0.012491928580459933,1170,0.6361802100608073,0.6317578772802656,0.6386401326699834,0.6448074625493978,0.6224565756823821,0.6347684516485673,0.007462044806176411
0.018552494049072266,0.0029513881857269456,0.0010811805725097657,0.00023835173623545916,relu,10.0,"(42,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.016}",0.6697469746974699,0.6189952328566192,0.5831683168316832,0.5894444444444444,0.5748148148148148,0.6072765786765435,0.034632900168496523,1107,0.6324765063571035,0.6170950801547818,0.6355168601437259,0.6454737616027938,0.622160187482768,0.6305444791482346,0.010025202806176482
0.017473697662353516,0.0015303563423791204,0.0016741752624511719,0.0010651270757229745,relu,10.0,"(42,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.032}",0.6337367070040338,0.5990832416574992,0.5584158415841586,0.594074074074074,0.5925925925925924,0.5955843065913835,0.023939018951080547,1359,0.585807075732449,0.6174267551133223,0.6389718076285241,0.6093281867475415,0.6259925558312653,0.6155052762106206,0.017801644630084767
0.015271329879760742,0.001255749697383401,0.001583242416381836,0.0011513681880923174,relu,10.0,"(42,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.064}",0.6350935093509353,0.6115144847818116,0.5633663366336635,0.6040740740740741,0.6018518518518519,0.6031804199095632,0.02315235897918223,1180,0.6360696517412937,0.6421503593145385,0.6213792150359314,0.6267162944582299,0.6050317066446098,0.6262694454389207,0.012832794283628301
0.018311405181884767,0.0063652752554271665,0.0022923946380615234,0.0018603664077714965,relu,10.0,"(42,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42,), 'MLP__learning_rate_init': 0.128}",0.6301430143014303,0.566923359002567,0.5559222588925561,0.5616666666666665,0.5855555555555555,0.580053089491179,0.026968975049795202,1598,0.5973051409618575,0.5907822001105585,0.6004698728579325,0.5946810954875471,0.5966799926477345,0.5959836604131261,0.003197159870450696
0.016790294647216798,0.0007962394093036645,0.0008101940155029296,6.789923379786126e-05,relu,10.0,"(21, 21)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 1e-06}",0.6008067473414009,0.5365603226989367,0.48830216354968836,0.5166666666666666,0.46259259259259256,0.5210389346801121,0.04714846457519266,2195,0.5066749585406304,0.5063294637921505,0.5314676616915424,0.5202485984744049,0.5273228563551143,0.5184087077707684,0.01036313202058879
0.027649927139282226,0.0022800728958660465,0.000792694091796875,5.061046357770413e-05,relu,10.0,"(21, 21)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.001}",0.6041437477081043,0.5312064539787313,0.5497249724972499,0.49388888888888893,0.4651851851851852,0.5289135386373953,0.04771346313639484,2143,0.5370784964068547,0.5427998894416806,0.5488805970149254,0.5548272217627056,0.5336044481205771,0.5434381305493486,0.007705653095525593
0.033290433883666995,0.01544012228127339,0.0011011123657226562,0.0006567764611805586,relu,10.0,"(21, 21)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.002}",0.6077741107444079,0.5681701503483684,0.5669966996699671,0.46055555555555555,0.48370370370370375,0.537550927560215,0.05577212750181547,2075,0.5569375345494749,0.5718905472636817,0.5861802100608071,0.5450487087583862,0.5375861593603528,0.5595286319985405,0.017669055609967125
0.040784263610839845,0.0028487891803553283,0.0008264541625976563,0.00010542810259600021,relu,10.0,"(21, 21)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.004}",0.5892189218921894,0.5990832416574994,0.5645397873120647,0.5381481481481482,0.5746296296296296,0.5731523583880743,0.021122397694002124,1715,0.577418463239359,0.5840381426202322,0.591763405196241,0.600771987868762,0.5892542045767851,0.5886492407002759,0.00780278909866555
0.028829050064086915,0.0036799206027282546,0.0007721900939941407,1.6141061063941023e-05,relu,10.0,"(21, 21)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.008}",0.5941694169416943,0.597836450311698,0.5496883021635498,0.5442592592592592,0.5681481481481481,0.5708451313439211,0.02206965912835907,1755,0.5845632946379217,0.5722084024322832,0.5908374792703153,0.590828048892565,0.5786623472107343,0.583419914488764,0.007204727472935682
0.021822643280029298,0.0011475614545077794,0.0008769512176513671,0.0002105414198340018,relu,10.0,"(21, 21)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.016}",0.5706270627062707,0.5990832416574992,0.5695269526952697,0.5568518518518518,0.5722222222222223,0.5736777589756713,0.013839210313877786,1710,0.5668048645660586,0.5903123272526258,0.5881149806522941,0.5917907361455748,0.6035681463100817,0.588118210985327,0.011926951285294779
0.019423580169677733,0.001815435270803815,0.0008546352386474609,9.425161387362202e-05,relu,10.0,"(21, 21)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.032}",0.5693802713604695,0.5917125045837919,0.5906123945727908,0.5505555555555555,0.5748148148148149,0.5754367209499671,0.015170150954040618,1676,0.5576976229961306,0.5802100608070758,0.6025704809286899,0.5781614741292159,0.5890681003584229,0.581541547843907,0.014700989950547203
0.016779422760009766,0.0007309488575291785,0.0008519649505615235,0.00015949006171154178,relu,10.0,"(21, 21)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.064}",0.5881188118811883,0.5905390539053906,0.5682434910157684,0.5755555555555555,0.5987037037037037,0.5842272038465873,0.010909001444111428,1504,0.5868573797678276,0.5802653399668327,0.5917634051962409,0.5871611065159451,0.5743268081977758,0.5840748079289244,0.006097835974484164
0.016642999649047852,0.0010190498543841068,0.0008202075958251953,0.00012317372974761975,relu,10.0,"(21, 21)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (21, 21), 'MLP__learning_rate_init': 0.128}",0.6263659699303263,0.6116244957829118,0.5061972863953064,0.5000000000000001,0.5,0.5489204664665676,0.05753097130265852,1957,0.5821862907683805,0.5927860696517414,0.5087064676616916,0.49999999999999994,0.49999999999999994,0.5367357656163627,0.0416942713420561
0.014880895614624023,0.0009617067501633187,0.0007915973663330078,7.120496100380236e-05,relu,10.0,"(10, 10)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 1e-06}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.015506362915039063,0.0007472759971503901,0.0007181167602539062,5.076602861834731e-05,relu,10.0,"(10, 10)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.001}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.01520552635192871,0.0004639288761661024,0.0007480621337890625,5.727677752648198e-05,relu,10.0,"(10, 10)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.002}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.015056037902832031,0.001000262394460918,0.0008622646331787109,0.0002452077120799151,relu,10.0,"(10, 10)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.004}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.024757242202758788,0.009195056313919711,0.0007855892181396484,5.42034034654626e-05,relu,10.0,"(10, 10)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.008}",0.5000000000000001,0.5000000000000001,0.4975430876420977,0.5075925925925926,0.5066666666666666,0.5023523723340076,0.00400525403159566,2373,0.5000000000000001,0.5000000000000001,0.5028330569375346,0.5332575130962227,0.5211653340685598,0.5114511808204635,0.01346411559869957
0.02308998107910156,0.003978619874020539,0.0007298946380615235,3.319779883205922e-05,relu,10.0,"(10, 10)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.016}",0.5061972863953063,0.5297396406307299,0.5086908690869089,0.5340740740740741,0.5196296296296297,0.5196541003845716,0.011055200592782399,2220,0.5028330569375347,0.5154367053620785,0.5183941404090658,0.547681738810771,0.5507742854517047,0.527023985394231,0.018893172479216427
0.016711997985839843,0.002100287068121813,0.0007524967193603515,3.869920600763548e-05,relu,10.0,"(10, 10)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.032}",0.5061972863953063,0.6166483314998169,0.570810414374771,0.5162962962962964,0.518888888888889,0.5458160799101982,0.04199105297996048,2035,0.5053482587064677,0.5810392482034276,0.5826008844665561,0.5224244095211836,0.5816055509603897,0.554603670371605,0.03368496915508004
0.01851825714111328,0.0013036128914975628,0.0012837886810302735,0.0005543379648353737,relu,10.0,"(10, 10)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.064}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.014242315292358398,0.0005586188642224358,0.0008603572845458984,0.00022612544144964388,relu,10.0,"(10, 10)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (10, 10), 'MLP__learning_rate_init': 0.128}",0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5,0.5000000000000001,4.958742032988989e-17,2417,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,1.0532500405730103e-16
0.04935002326965332,0.008121160377140816,0.0015692710876464844,0.00030157547127498117,relu,10.0,"(42, 42)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 1e-06}",0.4873487348734875,0.5182251558489184,0.4959662632929961,0.4464814814814815,0.510925925925926,0.49181172927705913,0.025100261419031576,3295,0.4922885572139305,0.4836373687119957,0.4870508568269763,0.5062080691112948,0.4799122323315871,0.48981941683915686,0.009151169607673128
0.07577733993530274,0.03722774355648965,0.001665496826171875,0.00020593755011057526,relu,10.0,"(42, 42)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.001}",0.581848184818482,0.5464246424642466,0.5832416574990833,0.5561111111111111,0.6053703703703703,0.5745887661771271,0.021014286800259862,1686,0.6084162520729686,0.5347014925373136,0.5922609176340521,0.6349738075544527,0.5793631100082712,0.5899431159614117,0.033280521727388
0.06847586631774902,0.024308844822197355,0.0016533374786376954,0.000189053612027357,relu,10.0,"(42, 42)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.002}",0.5793179317931796,0.607920792079208,0.5881188118811881,0.5785185185185184,0.6188888888888889,0.5945459415777458,0.01612543657516591,1385,0.6010779436152571,0.6265478164731897,0.58373410724157,0.6390658027754801,0.5699935667677603,0.6040838473746515,0.02574358842149599
0.06864438056945801,0.013671803668487467,0.0017752647399902344,0.00043513526602798606,relu,10.0,"(42, 42)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.004}",0.5693802713604695,0.6203887055372205,0.607920792079208,0.581111111111111,0.625,0.60075627893859,0.02188533823111683,1237,0.5658789386401327,0.6537313432835823,0.6380597014925373,0.6412875654811138,0.6375471004503261,0.6273009298695384,0.031265280788631646
0.06526660919189453,0.015839991365134545,0.0014602184295654298,0.00015345310245433664,relu,10.0,"(42, 42)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.008}",0.6152181884855153,0.602823615694903,0.6252658599193253,0.5914814814814815,0.6311111111111112,0.6131832495643453,0.014479272005192475,1004,0.6088584853510228,0.6069789939192926,0.6378800442233279,0.6516014153110926,0.639380571638636,0.6289399020886745,0.017821462843349272
0.055121755599975585,0.012540890955073887,0.0017895698547363281,0.000206762277254009,relu,10.0,"(42, 42)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.016}",0.6263292995966265,0.6002933626696004,0.596883021635497,0.6114814814814814,0.6387037037037036,0.6147205941590198,0.01578859257132972,937,0.5871337755666114,0.5823383084577116,0.6389165284687673,0.6448235456299971,0.6366395551879422,0.6179703426622061,0.027309018428331874
0.048585033416748045,0.008962171861784255,0.0015565872192382813,0.00026145805378601465,relu,10.0,"(42, 42)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.032}",0.5111477814448112,0.5000000000000001,0.5835350201686836,0.5985185185185186,0.6385185185185185,0.5662553861498205,0.05288713695114174,1807,0.5077805417357657,0.5000000000000001,0.6402985074626866,0.6491177281499863,0.6440446650124069,0.5882482884721691,0.06897879138079088
0.043379354476928714,0.004848931621789008,0.001768016815185547,0.00039106983741312606,relu,10.0,"(42, 42)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (42, 42), 'MLP__learning_rate_init': 0.064}",0.5000000000000001,0.5000000000000001,0.5721305463879723,0.5177777777777778,0.5664814814814814,0.5312595372440471,0.03177933838191396,2121,0.5000000000000001,0.5000000000000001,0.6263128800442234,0.5689228931164414,0.5764405845051005,0.5543352715331531,0.04855278191243173
