,0,1,2,3,4
47,0.5380952380952381,0.6272727272727273,0.6272727272727273,0.6272727272727273,0.6272727272727273
49,0.490990990990991,0.5635451505016722,0.5635451505016722,0.5635451505016722,0.5635451505016722
51,0.5212550607287451,0.5076923076923077,0.5076923076923077,0.5076923076923077,0.5076923076923077
54,0.5703564727954974,0.5103448275862069,0.5103448275862069,0.5103448275862069,0.5103448275862069
56,0.5902439024390244,0.5387096774193549,0.5387096774193549,0.5387096774193549,0.5387096774193549
58,0.5833333333333334,0.5262843488649939,0.5262843488649939,0.5262843488649939,0.5262843488649939
61,0.5534759358288769,0.5125272331154684,0.5125272331154684,0.5125272331154684,0.5125272331154684
63,0.5613810741687979,0.5324074074074074,0.5324074074074074,0.5324074074074074,0.5324074074074074
65,0.5986997635933807,0.49185823754789276,0.49185823754789276,0.49185823754789276,0.49185823754789276
68,0.5844444444444442,0.5870910698496903,0.5870910698496903,0.5870910698496903,0.5870910698496903
70,0.6164529914529914,0.5138772077375943,0.5138772077375943,0.5138772077375943,0.5138772077375943
73,0.6089622641509435,0.5155038759689923,0.5155038759689923,0.5155038759689923,0.5155038759689923
75,0.5545454545454542,0.5222222222222223,0.5222222222222223,0.5222222222222223,0.5222222222222223
77,0.5952380952380951,0.5556737588652483,0.5556737588652483,0.5556737588652483,0.5556737588652483
80,0.5242946708463949,0.5753785385121791,0.5753785385121791,0.5753785385121791,0.5753785385121791
82,0.532424465733235,0.5891840607210627,0.5891840607210627,0.5891840607210627,0.5891840607210627
84,0.5513186029935854,0.6165865384615384,0.6165865384615384,0.6165865384615384,0.6165865384615384
87,0.505952380952381,0.5092592592592594,0.5092592592592594,0.5092592592592594,0.5092592592592594
89,0.5155677655677655,0.5540106951871657,0.5540106951871657,0.5540106951871657,0.5540106951871657
91,0.5496031746031746,0.5301857585139322,0.5301857585139322,0.5301857585139322,0.5301857585139322
94,0.5670995670995668,0.578544061302682,0.578544061302682,0.578544061302682,0.578544061302682
138,0.5818849449204406,0.6039955604883464,0.6039955604883464,0.6039955604883464,0.6039955604883464
183,0.6112788865546218,0.5242117117117117,0.5242117117117117,0.5242117117117117,0.5242117117117117
228,0.5863291758376131,0.5461170848267621,0.5461170848267621,0.5461170848267621,0.5461170848267621
272,0.5975221641282109,0.598715617185724,0.6374298540965209,0.6374298540965209,0.6374298540965209
317,0.5638672366105104,0.553557958259995,0.5749415009192713,0.5749415009192713,0.5749415009192713
361,0.5721755992116473,0.5753385466336067,0.5722179013545919,0.5722179013545919,0.5722179013545919
406,0.5765164232205047,0.6387392578859019,0.582983220023935,0.582983220023935,0.582983220023935
451,0.5648915945311866,0.5641331607475122,0.5805299774913035,0.5805299774913035,0.5805299774913035
495,0.5629976148083449,0.6077451540296301,0.6066365438236974,0.6072951568687176,0.6072951568687176
540,0.5625279892521272,0.6358598298253471,0.6045958351992836,0.5928665654831984,0.5928665654831984
585,0.5715522388059702,0.6359402985074628,0.6389253731343284,0.5762222970049516,0.5762222970049516
629,0.6058927028028153,0.5926451825328231,0.6342861258591594,0.5598547653182074,0.5598547653182074
674,0.5730148743989575,0.5660854716218038,0.5790590032804566,0.6032697424795922,0.6032697424795922
718,0.6172706704243243,0.6155559083872505,0.6072083515262177,0.6064153816866553,0.5574734581891925
763,0.6303516819571866,0.5741590214067279,0.6062691131498471,0.617737003058104,0.6103834472285499
808,0.5798977289065869,0.5492664111973093,0.621359405377359,0.6241004497751124,0.6316280059054625
852,0.5523237219949839,0.5509687084448484,0.5888165092831052,0.648420273022606,0.5585576469000878
897,0.5853173194893687,0.6017282986727235,0.613525749571601,0.616826265389877,0.624522170284822
942,0.5914455500276397,0.6140685461580985,0.6211857379767829,0.6160314340037842,0.6142758430071862
